!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Compound" TableName="Compound"							
!Compound	!Name	!Location	!Charge	!IsConstant	!SBOTerm	!InitialConcentration	!Identifiers:obo.chebi
M_acac_x	acetoacetate	x	-1	False	247	1.0	CHEBI:13705
M_acald_e	acetaldehyde	e	0	False	247	1.0	CHEBI:15343
M_acald_c	acetaldehyde	c	0	False	247	1.0	CHEBI:15343
M_acald_m	acetaldehyde	m	0	False	247	1.0	CHEBI:15343
M_acald_r	acetaldehyde	r	0	False	247	1.0	CHEBI:15343
M_acald_x	acetaldehyde	x	0	False	247	1.0	CHEBI:15343
M_malcoa_c	Malonyl-CoA	c	-5	False	247	1.0	CHEBI:57384
M_atp_m	ATP(4-)	m	-4	False	247	1.0	CHEBI:57299
M_hco3_m	Bicarbonate	m	-1	False	247	1.0	CHEBI:17544
M_adp_m	ADP	m	-3	False	247	1.0	CHEBI:456216
M_malcoa_m	malonyl-CoA(4-)	m	-5	False	247	1.0	CHEBI:57384
M_pi_m	hydrogenphosphate	m	-2	False	247	1.0	CHEBI:43474
M_accoa_g	acetyl-CoA(4-)	g	-4	False	247	1.0	CHEBI:57288
M_ppa_c	propionate	c	-1	False	247	1.0	CHEBI:17272
M_ppcoa_c	Propanoyl-CoA	c	-4	False	247	1.0	CHEBI:57392
M_ppa_m	propionate	m	-1	False	247	1.0	CHEBI:17272
M_amp_m	AMP(2-)	m	-2	False	247	1.0	CHEBI:456215
M_ppi_m	Diphosphate	m	-3	False	247	1.0	CHEBI:33019
M_accoa_n	acetyl-CoA(4-)	n	-4	False	247	1.0	CHEBI:57288
M_accoa_r	acetyl-CoA(4-)	r	-4	False	247	1.0	CHEBI:57288
M_acetone_e	acetone	e	0	False	247	1.0	CHEBI:15347
M_acetone_c	acetone	c	0	False	247	1.0	CHEBI:15347
M_acetone_m	acetone	m	0	False	247	1.0	CHEBI:15347
M_acgagbside_hs_c	alpha GalNAc globoside	c	0	False	247	1.0	
M_acgagbside_hs_g	alpha GalNAc globoside	g	0	False	247	1.0	
M_acgagbside_hs_l	alpha GalNAc globoside	l	0	False	247	1.0	
M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e	Type IIIA glycolipid	e	0	False	247	1.0	
M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c	Type IIIA glycolipid	c	0	False	247	1.0	
M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e	Type IIIAb	e	0	False	247	1.0	
M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c	Type IIIAb	c	0	False	247	1.0	
M_acgal_c	N-acetyl-D-galactosamine	c	0	False	247	1.0	CHEBI:28037
M_acgal1p_c	N-Acetyl-D-galactosamine 1-phosphate	c	-2	False	247	1.0	CHEBI:55404
M_itp_c	ITP(3-)	c	-4	False	247	1.0	CHEBI:57614
M_idp_c	IDP(3-)	c	-3	False	247	1.0	CHEBI:58280
M_acgal_g	N-acetyl-D-galactosamine	g	0	False	247	1.0	CHEBI:28037
M_acgal_l	N-acetyl-D-galactosamine	l	0	False	247	1.0	CHEBI:28037
M_acgam_c	N-acetyl-D-glucosamine	c	0	False	247	1.0	CHEBI:17411
M_acmana_c	N-acetyl-D-mannosamine	c	0	False	247	1.0	CHEBI:17122
M_gam6p_c	D-Glucosamine 6-phosphate	c	-1	False	247	1.0	CHEBI:12962
M_acgam6p_c	N-acetyl-D-glucosamine 6-phosphate(2-)	c	-2	False	247	1.0	CHEBI:57513
M_acgam1p_c	N-Acetyl-D-glucosamine 1-phosphate	c	-2	False	247	1.0	CHEBI:7125
M_acgam_l	N-acetyl-D-glucosamine	l	0	False	247	1.0	CHEBI:17411
M_acgbgbside_hs_c	beta GalNAc globoside	c	0	False	247	1.0	
M_acgbgbside_hs_g	beta GalNAc globoside	g	0	False	247	1.0	
M_acgbgbside_hs_l	beta GalNAc globoside	l	0	False	247	1.0	
M_acgpail_hs_c	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-)	c	-1	False	247	1.0	CHEBI:57265
M_ac_c	acetate	c	-1	False	247	1.0	CHEBI:30089
M_gpail_hs_c	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	c	0	False	247	1.0	CHEBI:17049
M_acglu_m	N-acetyl-L-glutamate(2-)	m	-2	False	247	1.0	CHEBI:44337
M_ach_e	acetylcholine	e	1	False	247	1.0	CHEBI:15355
M_ac_e	acetate	e	-1	False	247	1.0	CHEBI:30089
M_chol_e	Choline	e	1	False	247	1.0	CHEBI:15354
M_ach_n	acetylcholine	n	1	False	247	1.0	CHEBI:15355
M_ach_c	acetylcholine	c	1	False	247	1.0	CHEBI:15355
M_cit_c	Citrate	c	-3	False	247	1.0	CHEBI:16947
M_oaa_c	Oxaloacetate	c	-2	False	247	1.0	
M_acn13acngalgbside_hs_c	sialyl (1,3) sialyl (2,6) galactosylgloboside	c	-2	False	247	1.0	
M_acn13acngalgbside_hs_e	sialyl (1,3) sialyl (2,6) galactosylgloboside	e	-2	False	247	1.0	
M_acn13acngalgbside_hs_g	sialyl (1,3) sialyl (2,6) galactosylgloboside	g	-2	False	247	1.0	
M_acn23acngalgbside_hs_c	sialyl (2,3) sialyl (2,6) galactosylgloboside	c	-2	False	247	1.0	
M_acn23acngalgbside_hs_e	sialyl (2,3) sialyl (2,6) galactosylgloboside	e	-2	False	247	1.0	
M_acn23acngalgbside_hs_g	sialyl (2,3) sialyl (2,6) galactosylgloboside	g	-2	False	247	1.0	
M_acnacngal14acglcgalgluside_hs_e	3,8-LD1	e	-2	False	247	1.0	
M_acnacngal14acglcgalgluside_hs_c	3,8-LD1	c	-2	False	247	1.0	
M_acnacngal14acglcgalgluside_hs_g	3,8-LD1	g	-2	False	247	1.0	
M_acnacngalgbside_hs_c	disialyl galactosylgloboside	c	-2	False	247	1.0	
M_acnacngalgbside_hs_e	disialyl galactosylgloboside	e	-2	False	247	1.0	
M_acnacngalgbside_hs_g	disialyl galactosylgloboside	g	-2	False	247	1.0	
M_acmanap_c	N-acetyl-D-mannosamine 6-phosphate(2-)	c	-2	False	247	1.0	CHEBI:58557
M_pep_c	Phosphoenolpyruvate	c	-3	False	247	1.0	CHEBI:18021
M_acnamp_c	N-Acetylneuraminate 9-phosphate	c	-3	False	247	1.0	CHEBI:27438
M_man6p_c	D-Mannose 6-phosphate	c	-2	False	247	1.0	CHEBI:17369
M_kdnp_c	2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate	c	-3	False	247	1.0	
M_acnam_c	N-acetylneuraminate	c	-1	False	247	1.0	CHEBI:35418
M_acnam_l	N-acetylneuraminate	l	-1	False	247	1.0	CHEBI:35418
M_acnam_n	N-acetylneuraminate	n	-1	False	247	1.0	CHEBI:35418
M_acngalacglcgal14acglcgalgluside_hs_e	VI3NeuAc-nLc6Cer	e	-1	False	247	1.0	
M_acngalacglcgal14acglcgalgluside_hs_c	VI3NeuAc-nLc6Cer	c	-1	False	247	1.0	
M_acngalacglcgal14acglcgalgluside_hs_g	VI3NeuAc-nLc6Cer	g	-1	False	247	1.0	
M_2mbcoa_m	2-methylbutanoyl-CoA(4-)	m	-4	False	247	1.0	CHEBI:57336
M_fad_m	Flavin adenine dinucleotide oxidized	m	-2	False	247	1.0	CHEBI:16238
M_2mb2coa_m	2-methylcrotonoyl-CoA(4-)	m	-4	False	247	1.0	CHEBI:57337
M_fadh2_m	Flavin adenine dinucleotide reduced	m	-2	False	247	1.0	CHEBI:58307
M_btcoa_m	Butanoyl-CoA	m	-4	False	247	1.0	CHEBI:57371
M_ivcoa_m	Isovaleryl-CoA	m	-4	False	247	1.0	CHEBI:57345
M_3mb2coa_m	3-methylbut-2-enoyl-CoA(4-)	m	-4	False	247	1.0	CHEBI:57344
M_ibcoa_m	isobutyryl-CoA(4-)	m	-4	False	247	1.0	CHEBI:57338
M_2mp2coa_m	2-Methylprop-2-enoyl-CoA	m	-4	False	247	1.0	CHEBI:27754
M_o2_x	O2	x	0	False	247	1.0	CHEBI:15379
M_h2o2_x	Hydrogen peroxide	x	0	False	247	1.0	CHEBI:16240
M_hdd2coa_x	(E)-hexadec-2-enoyl-CoA(4-)	x	-4	False	247	1.0	CHEBI:61526
M_ACP_c	acyl carrier protein	c	-1	False	247	1.0	CHEBI:18359
M_acACP_c	Acetyl-ACP	c	-1	False	247	1.0	
M_acorn_c	N(2)-acetyl-L-ornithine	c	0	False	247	1.0	CHEBI:16543
M_orn_c	Ornithine	c	1	False	247	1.0	
M_icit_c	Isocitrate	c	-3	False	247	1.0	CHEBI:16087
M_cit_m	Citrate	m	-3	False	247	1.0	CHEBI:16947
M_icit_m	Isocitrate	m	-3	False	247	1.0	CHEBI:16087
M_dhcholoylcoa_x	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	x	-4	False	247	1.0	CHEBI:27393
M_fadh2_x	FADH2(2-)	x	-2	False	247	1.0	CHEBI:58307
M_fad_x	Flavin adenine dinucleotide oxidized	x	-2	False	247	1.0	CHEBI:16238
M_thcholoylcoa_x	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	x	-4	False	247	1.0	CHEBI:27403
M_h2o_x	H2O	x	0	False	247	1.0	CHEBI:15377
M_cholcoas_x	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)	x	-4	False	247	1.0	CHEBI:37643
M_cholcoads_x	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA	x	-4	False	247	1.0	CHEBI:27505
M_fmn_c	FMN	c	-2	False	247	1.0	CHEBI:58210
M_ribflv_c	Riboflavin	c	0	False	247	1.0	
M_acrn_c	O-acetylcarnitine	c	0	False	247	1.0	CHEBI:57589
M_acrn_m	O-acetylcarnitine	m	0	False	247	1.0	CHEBI:57589
M_ac_m	acetate	m	-1	False	247	1.0	CHEBI:30089
M_5moxact_c	5-Methoxyindoleacetate	c	-1	False	247	1.0	
M_Nacsertn_c	N-acetylserotonin	c	0	False	247	1.0	CHEBI:17697
M_melatn_c	melatonin	c	0	False	247	1.0	CHEBI:16796
M_ac_g	acetate	g	-1	False	247	1.0	CHEBI:30089
M_acetol_c	hydroxyacetone	c	0	False	247	1.0	CHEBI:27957
M_13dpg_c	3-Phospho-D-glyceroyl phosphate	c	-4	False	247	1.0	CHEBI:57604
M_3pg_c	3-Phospho-D-glycerate	c	-3	False	247	1.0	CHEBI:58272
M_adn_c	Adenosine	c	0	False	247	1.0	CHEBI:16335
M_ins_c	Inosine	c	0	False	247	1.0	CHEBI:17596
M_adn_e	Adenosine	e	0	False	247	1.0	CHEBI:16335
M_ins_e	Inosine	e	0	False	247	1.0	CHEBI:17596
M_nh4_e	ammonium	e	1	False	247	1.0	CHEBI:28938
M_ade_e	adenine	e	0	False	247	1.0	CHEBI:16708
M_ade_c	Adenine	c	0	False	247	1.0	CHEBI:16708
M_ade_l	adenine	l	0	False	247	1.0	CHEBI:16708
M_adhap_hs_c	acyl-dihydroxyacetone phosphate	c	-2	False	247	1.0	CHEBI:22231
M_adhap_hs_x	acyl-dihydroxyacetone phosphate	x	-2	False	247	1.0	CHEBI:22231
M_gtp_c	GTP	c	-4	False	247	1.0	CHEBI:37565
M_gdp_c	GDP	c	-3	False	247	1.0	CHEBI:58189
M_gtp_m	GTP	m	-4	False	247	1.0	CHEBI:37565
M_gdp_m	GDP	m	-3	False	247	1.0	CHEBI:58189
M_damp_c	dAMP(2-)	c	-2	False	247	1.0	CHEBI:58245
M_datp_c	dATP	c	-4	False	247	1.0	CHEBI:61404
M_dadp_c	dADP	c	-3	False	247	1.0	CHEBI:57667
M_ametam_c	S-Adenosylmethioninamine	c	2	False	247	1.0	CHEBI:57443
M_camp_c	3,5-cyclic AMP(1-)	c	-1	False	247	1.0	CHEBI:58165
M_adn_m	adenosine	m	0	False	247	1.0	CHEBI:16335
M_adpglc_c	ADP alpha-D-glucoside(2-)	c	-2	False	247	1.0	CHEBI:57498
M_g1p_c	D-Glucose 1-phosphate	c	-2	False	247	1.0	CHEBI:58601
M_adpman_c	ADPmannose	c	-2	False	247	1.0	CHEBI:28845
M_man1p_c	D-Mannose 1-phosphate	c	-2	False	247	1.0	CHEBI:35374
M_adprib_c	ADPribose	c	-2	False	247	1.0	CHEBI:57967
M_r5p_c	alpha-D-Ribose 5-phosphate	c	-2	False	247	1.0	CHEBI:18189
M_adprib_m	D-ribofuranos-5-yl-ADP(2-)	m	-2	False	247	1.0	CHEBI:57967
M_r5p_m	alpha-D-Ribose 5-phosphate	m	-2	False	247	1.0	CHEBI:18189
M_adprib_e	D-ribofuranos-5-yl-ADP(2-)	e	-2	False	247	1.0	CHEBI:57967
M_prpp_c	5-Phospho-alpha-D-ribose 1-diphosphate	c	-5	False	247	1.0	CHEBI:58017
M_adp_x	ADP(3-)	x	-3	False	247	1.0	CHEBI:456216
M_adrncoa_c	adrenyl coenzyme A	c	-4	False	247	1.0	
M_adrncoa_x	adrenyl coenzyme A	x	-4	False	247	1.0	
M_crn_c	L-Carnitine	c	0	False	247	1.0	CHEBI:16347
M_adrncrn_c	Adrenyl carnitine	c	0	False	247	1.0	
M_adrncrn_m	Adrenyl carnitine	m	0	False	247	1.0	
M_adrncoa_m	adrenyl coenzyme A	m	-4	False	247	1.0	
M_crn_m	L-Carnitine	m	0	False	247	1.0	CHEBI:16347
M_adrnl_e	Adrenaline	e	1	False	247	1.0	CHEBI:33568
M_adrn_e	adrenic acid	e	-1	False	247	1.0	CHEBI:53487
M_adrn_c	adrenic acid	c	-1	False	247	1.0	CHEBI:53487
M_adsel_c	Adenylylselenate	c	-2	False	247	1.0	
M_3padsel_c	3-Phosphoadenylylselenate	c	-4	False	247	1.0	
M_aps_c	5-adenylyl sulfate(2-)	c	-2	False	247	1.0	CHEBI:58243
M_dcamp_c	N6-(1,2-Dicarboxyethyl)-AMP	c	-4	False	247	1.0	CHEBI:57567
M_fum_c	Fumarate	c	-2	False	247	1.0	CHEBI:29806
M_25aics_c	(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	c	-4	False	247	1.0	CHEBI:58443
M_aicar_c	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	c	-2	False	247	1.0	CHEBI:58475
M_imp_c	IMP	c	-2	False	247	1.0	CHEBI:58053
M_aflatoxin_e	aflatoxin B1	e	0	False	247	1.0	CHEBI:2504
M_aflatoxin_c	aflatoxin B1	c	0	False	247	1.0	CHEBI:2504
M_ksi_pre18_g	keratan sulfate I biosynthesis, precursor 18	g	-6	False	247	1.0	
M_ksi_pre19_g	keratan sulfate I biosynthesis, precursor 19	g	-6	False	247	1.0	
M_ksi_pre21_g	keratan sulfate I biosynthesis, precursor 21	g	-7	False	247	1.0	
M_ksi_pre22_g	keratan sulfate I biosynthesis, precursor 22	g	-7	False	247	1.0	
M_ksi_pre24_g	keratan sulfate I biosynthesis, precursor 24	g	-8	False	247	1.0	
M_ksi_pre25_g	keratan sulfate I biosynthesis, precursor 25	g	-8	False	247	1.0	
M_ksi_pre27_g	keratan sulfate I biosynthesis, precursor 27	g	-9	False	247	1.0	
M_ksi_pre28_g	keratan sulfate I biosynthesis, precursor 28	g	-9	False	247	1.0	
M_ksi_pre30_g	keratan sulfate I biosynthesis, precursor 30	g	-10	False	247	1.0	
M_ksi_pre31_g	keratan sulfate I biosynthesis, precursor 31	g	-10	False	247	1.0	
M_ksi_pre33_g	keratan sulfate I biosynthesis, precursor 33	g	-11	False	247	1.0	
M_ksi_pre34_g	keratan sulfate I biosynthesis, precursor 34	g	-11	False	247	1.0	
M_ksii_core4_pre2_g	keratan sulfate II boisynthesis, precursor 2	g	-1	False	247	1.0	
M_ksii_core4_pre3_g	keratan sulfate II biosynthesis, precursor 3	g	-1	False	247	1.0	
M_ksii_core4_pre4_g	keratan sulfate II biosynthesis, precursor 4	g	-1	False	247	1.0	
M_ksii_core4_pre5_g	keratan sulfate II biosynthesis, precursor 5	g	-1	False	247	1.0	
M_ksii_core4_pre7_g	keratan sulfate II biosynthesis, precursor 7	g	-2	False	247	1.0	
M_ksii_core4_pre8_g	keratan sulfate II biosynthesis, precursor 8	g	-2	False	247	1.0	
M_ksii_core2_pre2_g	keratan sulfate II biosynthesis, precursor 2	g	-1	False	247	1.0	
M_ksii_core2_pre3_g	keratan sulfate II biosynthesis, precursor 3	g	-1	False	247	1.0	
M_ksii_core2_pre4_g	keratan sulfate II biosynthesis, precursor 4	g	-1	False	247	1.0	
M_ksii_core2_pre5_g	keratan sulfate II biosynthesis, precursor 5	g	-1	False	247	1.0	
M_ksii_core2_pre7_g	keratan sulfate II biosynthesis, precursor 7	g	-2	False	247	1.0	
M_ksii_core2_pre8_g	keratan sulfate II biosynthesis, precursor 8	g	-2	False	247	1.0	
M_ksi_pre1_g	keratan sulfate I biosynthesis, precursor 1	g	-1	False	247	1.0	
M_ksi_pre2_g	keratan sulfate I biosynthesis, precursor 2	g	-1	False	247	1.0	
M_ksi_pre3_g	keratan sulfate I biosynthesis, precursor 3	g	-1	False	247	1.0	
M_ksi_pre4_g	keratan sulfate I biosynthesis, precursor 4	g	-1	False	247	1.0	
M_ksi_pre6_g	keratan sulfate I biosynthesis, precursor 6	g	-2	False	247	1.0	
M_ksi_pre7_g	keratan sulfate I biosynthesis, precursor 7	g	-2	False	247	1.0	
M_ksi_pre9_g	keratan sulfate I biosynthesis, precursor 9	g	-3	False	247	1.0	
M_ksi_pre10_g	keratan sulfate I biosynthesis, precursor 10	g	-3	False	247	1.0	
M_ksi_pre12_g	keratan sulfate I biosynthesis, precursor 12	g	-4	False	247	1.0	
M_ksi_pre13_g	keratan sulfate I biosynthesis, precursor 13	g	-4	False	247	1.0	
M_ksi_pre15_g	keratan sulfate I biosynthesis, precursor 15	g	-5	False	247	1.0	
M_ksi_pre16_g	keratan sulfate I biosynthesis, precursor 16	g	-5	False	247	1.0	
M_ak2g_hs_c	1-alkyl 2-acylglycerol	c	0	False	247	1.0	CHEBI:52595
M_cdpchol_c	CDPcholine	c	-1	False	247	1.0	CHEBI:16436
M_ak2gchol_hs_c	1-alkyl 2-acylglycerol 3-phosphocholine	c	0	False	247	1.0	
M_cmp_c	CMP	c	-2	False	247	1.0	CHEBI:60377
M_ak2gpe_hs_c	1-alkyl 2-acylglycerol 3-phosphoethanolamine	c	0	False	247	1.0	CHEBI:36712
M_dak2gpe_hs_c	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen	c	0	False	247	1.0	
M_cdpea_c	cdpea[c]	c	-1	False	247	1.0	CHEBI:57876
M_ak2gp_hs_c	1-alkyl 2-acylglycerol 3-phosphate	c	-2	False	247	1.0	
M_akdhap_hs_c	1-alkyldihydroxyacetone phosphate	c	-2	False	247	1.0	
M_akgp_hs_c	O-alkylglycerone phosphate(2-)	c	-2	False	247	1.0	CHEBI:58049
M_Rtotal2_c	R total 2 position	c	-1	False	247	1.0	
M_agm_m	agmatinium(2+)	m	2	False	247	1.0	CHEBI:58145
M_ptrc_m	1,4-butanediammonium	m	2	False	247	1.0	CHEBI:326268
M_urea_m	Urea	m	0	False	247	1.0	CHEBI:16199
M_Rtotal2coa_c	R total 2 coenzyme A	c	-4	False	247	1.0	
M_alpa_hs_c	lysophosphatidic acid	c	-2	False	247	1.0	CHEBI:52288
M_pa_hs_c	phosphatidate(2-)	c	-2	False	247	1.0	CHEBI:57739
M_akdhap_hs_x	1-alkyldihydroxyacetone phosphate	x	-2	False	247	1.0	
M_acg5p_m	N-acetyl-L-gamma-glutamyl phosphate(3-)	m	-3	False	247	1.0	CHEBI:57936
M_acg5sa_m	2-acetamido-5-oxopentanoate	m	-1	False	247	1.0	CHEBI:29123
M_alkylR1oh_x	hydroxy alkyl chain	x	0	False	247	1.0	
M_Rtotal_x	R total	x	-1	False	247	1.0	
M_ala_L_m	L-alanine	m	0	False	247	1.0	CHEBI:16977
M_glx_m	glyoxylate	m	-1	False	247	1.0	CHEBI:36655
M_gly_m	Glycine	m	0	False	247	1.0	CHEBI:15428
M_ala_L_x	L-alanine	x	0	False	247	1.0	CHEBI:16977
M_glx_x	glyoxylate	x	-1	False	247	1.0	CHEBI:36655
M_gly_x	glycine	x	0	False	247	1.0	CHEBI:15428
M_pyr_x	pyruvate	x	-1	False	247	1.0	CHEBI:15361
M_ahandrostanglc_c	3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid	c	0	False	247	1.0	CHEBI:37451
M_ahandrostanglc_e	3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid	e	0	False	247	1.0	CHEBI:37451
M_ahandrostanglc_r	3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid	r	0	False	247	1.0	CHEBI:37451
M_hcys_L_c	L-homocysteine	c	0	False	247	1.0	CHEBI:17588
M_ahcys_n	S-adenosyl-L-homocysteine	n	0	False	247	1.0	CHEBI:16680
M_ahcys_r	S-adenosyl-L-homocysteine	r	0	False	247	1.0	CHEBI:16680
M_n2m2nmn_l	reducing GlcNAc removed form of n2m2nmasn (w/o peptide)	l	0	False	247	1.0	
M_n2m2mn_l	de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)	l	0	False	247	1.0	
M_fprica_c	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	c	-2	False	247	1.0	CHEBI:58467
M_thf_c	5,6,7,8-Tetrahydrofolate	c	-2	False	247	1.0	CHEBI:57453
M_air_c	5-amino-1-(5-phospho-D-ribosyl)imidazole	c	-2	False	247	1.0	CHEBI:58592
M_5aizc_c	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	c	-3	False	247	1.0	CHEBI:58564
M_ak2lgchol_hs_e	1-alkyl 2-lysoglycerol 3-phosphocholine	e	0	False	247	1.0	
M_ak2lgchol_hs_c	1-alkyl 2-lysoglycerol 3-phosphocholine	c	0	False	247	1.0	
M_succoa_m	Succinyl-CoA	m	-5	False	247	1.0	CHEBI:57292
M_mal_L_c	(S)-malate(2-)	c	-2	False	247	1.0	CHEBI:15589
M_mal_L_m	(S)-malate(2-)	m	-2	False	247	1.0	CHEBI:15589
M_akg_e	2-oxoglutarate(2-)	e	-2	False	247	1.0	CHEBI:16810
M_akg_x	2-oxoglutarate(2-)	x	-2	False	247	1.0	CHEBI:16810
M_prgstrn_c	progesterone	c	0	False	247	1.0	CHEBI:17026
M_aprgstrn_c	(20S)-20-hydroxypregn-4-en-3-one	c	0	False	247	1.0	CHEBI:28453
M_xol7ah_c	7alpha-hydroxy-5beta-cholestan-3-one	c	0	False	247	1.0	CHEBI:2290
M_xol7ah2_c	5beta-cholestane-3alpha,7alpha-diol	c	0	False	247	1.0	CHEBI:28047
M_xoldioloneh_c	7alpha,12alpha-dihydroxy-5beta-cholestan-3-one	c	0	False	247	1.0	CHEBI:2288
M_xoltriol_c	5beta-cholestane-3alpha,7alpha,12alpha-triol	c	0	False	247	1.0	CHEBI:16496
M_xol7aone_c	7alpha-hydroxycholest-4-en-3-one	c	0	False	247	1.0	CHEBI:17899
M_xoldiolone_c	7alpha,12alpha-Dihydroxycholest-4-en-3-one	c	0	False	247	1.0	CHEBI:28477
M_ala_L_e	L-alanine	e	0	False	247	1.0	CHEBI:16977
M_asn_L_c	L-asparagine	c	0	False	247	1.0	CHEBI:17196
M_ala_L_c	L-alanine	c	0	False	247	1.0	CHEBI:16977
M_asn_L_e	L-asparagine	e	0	False	247	1.0	CHEBI:17196
M_cys_L_c	L-cysteine	c	0	False	247	1.0	CHEBI:17561
M_cys_L_e	L-cysteine	e	0	False	247	1.0	CHEBI:17561
M_ala_D_e	D-alanine	e	0	False	247	1.0	CHEBI:15570
M_gln_L_c	L-glutamine	c	0	False	247	1.0	CHEBI:18050
M_ala_D_c	D-alanine	c	0	False	247	1.0	CHEBI:15570
M_gln_L_e	L-glutamine	e	0	False	247	1.0	CHEBI:18050
M_gly_c	Glycine	c	0	False	247	1.0	
M_gly_e	Glycine	e	0	False	247	1.0	
M_ser_L_c	L-serine	c	0	False	247	1.0	CHEBI:17115
M_ser_L_e	L-serine	e	0	False	247	1.0	CHEBI:17115
M_ala_L_l	L-alanine	l	0	False	247	1.0	CHEBI:16977
M_thr_L_c	L-threonine	c	0	False	247	1.0	CHEBI:16857
M_thr_L_e	L-threonine	e	0	False	247	1.0	CHEBI:16857
M_meoh_c	methanol	c	0	False	247	1.0	CHEBI:17790
M_fald_c	formaldehyde	c	0	False	247	1.0	CHEBI:16842
M_12ppd_R_c	(R)-propane-1,2-diol	c	0	False	247	1.0	CHEBI:28972
M_lald_D_c	(R)-lactaldehyde	c	0	False	247	1.0	CHEBI:17167
M_12ppd_S_c	(S)-propane-1,2-diol	c	0	False	247	1.0	CHEBI:29002
M_lald_L_c	(S)-lactaldehyde	c	0	False	247	1.0	CHEBI:18041
M_etoh_c	ethanol	c	0	False	247	1.0	CHEBI:16236
M_id3acald_c	indol-3-ylacetaldehyde	c	0	False	247	1.0	CHEBI:18086
M_ind3ac_c	indole-3-acetate	c	-1	False	247	1.0	CHEBI:30854
M_id3acald_m	indol-3-ylacetaldehyde	m	0	False	247	1.0	CHEBI:18086
M_ind3ac_m	indole-3-acetate	m	-1	False	247	1.0	CHEBI:30854
M_pristanal_c	pristanal	c	0	False	247	1.0	CHEBI:49189
M_prist_c	pristanic acid	c	-1	False	247	1.0	CHEBI:51340
M_aldstrn_c	aldosterone	c	0	False	247	1.0	CHEBI:27584
M_aldstrn_e	aldosterone	e	0	False	247	1.0	CHEBI:27584
M_aldstrn_m	aldosterone	m	0	False	247	1.0	CHEBI:27584
M_dhap_c	Dihydroxyacetone phosphate	c	-2	False	247	1.0	CHEBI:57642
M_dha_c	glycerone	c	0	False	247	1.0	CHEBI:16016
M_arachd_c	arachidonate	c	-1	False	247	1.0	CHEBI:32395
M_12HPET_c	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	c	-1	False	247	1.0	
M_12RHPET_c	12R-Hydroperoxyeicosatetraenoate	c	-1	False	247	1.0	
M_15HPET_c	15(S)-HPETE(1-)	c	-1	False	247	1.0	CHEBI:57446
M_5HPET_c	5(S)-HPETE(1-)	c	-1	False	247	1.0	CHEBI:57450
M_leuktrA4_c	leukotriene A4(1-)	c	-1	False	247	1.0	CHEBI:57463
M_dhcholestancoa_x	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	x	-4	False	247	1.0	CHEBI:15494
M_dhcholestancoa_r	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	r	-4	False	247	1.0	CHEBI:15494
M_o2_r	O2	r	0	False	247	1.0	CHEBI:15379
M_dhcholoylcoa_r	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA	r	-4	False	247	1.0	CHEBI:27393
M_h2o_r	H2O	r	0	False	247	1.0	CHEBI:15377
M_cholcoar_x	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)	x	-4	False	247	1.0	CHEBI:58677
M_cholcoar_r	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)	r	-4	False	247	1.0	CHEBI:58677
M_cholcoas_r	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)	r	-4	False	247	1.0	CHEBI:37643
M_amuco_c	2-aminomuconate(2-)	c	-1	False	247	1.0	CHEBI:57937
M_amet_r	S-adenosyl-L-methionine	r	1	False	247	1.0	CHEBI:15414
M_ahcys_m	S-Adenosyl-L-homocysteine	m	0	False	247	1.0	CHEBI:16680
M_amet_m	S-Adenosyl-L-methionine	m	1	False	247	1.0	CHEBI:15414
