!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Reaction" TableName="Reaction"								
!Reaction	!Name	!ReactionFormula	!Location	!Regulator	!KineticLaw	!SBOTerm	!IsReversible	!Identifiers:obo.eco
R_6THFtm	6-glutamyl-THF transport,m mitochondrial	M_6thf_m <=> M_6thf_c			FLUX_VALUE	185	False	ECO:0000000
R_7DHCHSTEROLtr	cholesterol precursor intracellular transport	M_7dhchsterol_r <=> M_7dhchsterol_c			FLUX_VALUE	185	True	ECO:0000000
R_7DHFtl	7-glutamyl-DHF transport, lysosomal	M_7dhf_c <=> M_7dhf_l			FLUX_VALUE	185	False	ECO:0000000
R_7DHFtm	7-glutamyl-DHF transport,m mitochondrial	M_7dhf_m <=> M_7dhf_c			FLUX_VALUE	185	False	ECO:0000000
R_7THFtl	7-glutamyl-THF transport, lysosomal	M_7thf_c <=> M_7thf_l			FLUX_VALUE	185	False	ECO:0000000
R_7THFtm	7-glutamyl-THF transport,m mitochondrial	M_7thf_m <=> M_7thf_c			FLUX_VALUE	185	False	ECO:0000000
R_A_MANASE	alpha-mannosidase	2 M_h2o_c + M_m2mn_c <=> 2 M_man_c + M_mn_c		_4123_1_c	FLUX_VALUE	176	False	ECO:0000000
R_A_MANASEly	alpha-mannosidase, lysosomal	2 M_h2o_l + M_m2mn_l <=> 2 M_man_l + M_mn_l		_4125_1_l	FLUX_VALUE	176	False	ECO:0000000
R_A4GALTc	Lactosylceramide 4-alpha-galactosyltransferase	M_galgluside_hs_c + M_udpgal_c <=> M_h_c + M_thcrm_hs_c + M_udp_c		_53947_1_c	FLUX_VALUE	176	False	ECO:0000269
R_A4GALTg	Lactosylceramide 4-alpha-galactosyltransferase	M_galgluside_hs_g + M_udpgal_g <=> M_h_g + M_thcrm_hs_g + M_udp_g		_53947_1_g	FLUX_VALUE	176	False	ECO:0000269
R_A4GNT1g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus	M_T_antigen_g + M_uacgam_g <=> M_h_g + M_udp_g + M_gncore1_g		_51146_1_g	FLUX_VALUE	176	False	ECO:0000000
R_A4GNT2g	alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus	M_uacgam_g + M_core2_g <=> M_h_g + M_udp_g + M_gncore2_g		_51146_1_g	FLUX_VALUE	176	False	ECO:0000000
R_AACOAT	Acetoacetyl-CoA:acetate CoA-transferase	M_atp_c + M_coa_c + M_acac_c <=> M_aacoa_c + M_amp_c + M_ppi_c		_65985_1_c	FLUX_VALUE	176	True	ECO:0000269
R_AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	M_h2o_c + M_o2_c + M_aact_c <=> M_h2o2_c + M_nh4_c + M_mthgxl_c		_8639_1_c	FLUX_VALUE	176	False	ECO:0000269
R_AACTtm	Aminoacetone transport (mitochondrial)	M_aact_m <=> M_aact_c			FLUX_VALUE	185	False	ECO:0000000
R_AASAD3m	L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial	M_h2o_m + M_nad_m + M_L2aadp6sa_m <=> 2 M_h_m + M_L2aadp_m + M_nadh_m			FLUX_VALUE	176	False	ECO:0000000
R_AATAi	2-aminoadipate transaminase, irreversible	M_L2aadp_c + M_akg_c <=> M_2oxoadp_c + M_glu_L_c		_51166_1_c|_51166_2_c	FLUX_VALUE	176	False	ECO:0000269
R_ABO1g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_fucgalacglcgalgluside_hs_g + M_udpacgal_g <=> M_h_g + M_udp_g + M_acgalfucgalacglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO2g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpgal_g + M_fucgalacglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_galfucgalacglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO3g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpgal_g + M_fuc12gal14acglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_galfuc12gal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO4g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpacgal_g + M_fuc12gal14acglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_acgalfuc12gal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO5g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpacgal_g + M_fucgalacgalfuc12gal14acglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO6g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpacgal_g + M_fucgalacglcgal14acglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_acgalfucgalacglcgal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO7g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpacgal_g + M_fucgalacgalfucgalacglcgal14acglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO8g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	M_udpgal_g + M_fucgalacglcgal14acglcgalgluside_hs_g <=> M_h_g + M_udp_g + M_galfucgalacglcgal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABO9g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	2 M_udpgal_g + M_fucfucgalacglcgalacglcgal14acglcgalgluside_hs_g <=> 2 M_h_g + 2 M_udp_g + M_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g		_28_1_g	FLUX_VALUE	176	False	ECO:0000269
R_ABTArm	4-aminobutyrate transaminase, reversible (mitochondrial)	M_akg_m + M_4abut_m <=> M_glu_L_m + M_sucsal_m		_18_1_m|_18_2_m	FLUX_VALUE	176	True	ECO:0000269
R_ABTD	L-arabinitol 4-dehydrogenase	M_nad_c + M_abt_c <=> M_h_c + M_nadh_c + M_xylu_L_c			FLUX_VALUE	176	True	ECO:0000000
R_ABTti	L-arabinitol transport via passive diffusion	M_abt_c <=> M_abt_e			FLUX_VALUE	185	False	ECO:0000000
R_ABUTD	Aminobutyraldehyde dehydrogenase	M_h2o_c + M_nad_c + M_4abutn_c <=> 2 M_h_c + M_nadh_c + M_4abut_c		_223_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ABUTt2r	4-aminobutyrate reversible transport in via proton symport	M_h_e + M_4abut_e <=> M_h_c + M_4abut_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000304
R_ABUTt2rL	4-aminobutyrate reversible transport in via proton symport (lysosome)	M_4abut_l + M_h_l <=> M_h_c + M_4abut_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ABUTt4_2_r	4-aminobutyrate reversible transport in via sodium symport (1:2)	2 M_na1_e + M_4abut_e <=> 2 M_na1_c + M_4abut_c		_6529_1_c|_6538_1_c|_6540_1_c|_6539_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ACACT10m	acetyl-CoA C-acetyltransferase, mitochondrial	M_coa_m + M_2maacoa_m <=> M_accoa_m + M_ppcoa_m		_38_1_m	FLUX_VALUE	176	True	ECO:0000134
R_ACACT1r	acetyl-CoA C-acetyltransferase	2 M_accoa_c <=> M_coa_c + M_aacoa_c		_39_1_c	FLUX_VALUE	176	True	ECO:0000000
R_ACACT1rm	acetyl-CoA C-acetyltransferase, mitochondrial	2 M_accoa_m <=> M_coa_m + M_aacoa_m		_3030_1_m_3032_1_m|_38_1_m	FLUX_VALUE	176	True	ECO:0000000
R_ACACT1x	acetyl-CoA C-acetyltransferase, mitochondrial	2 M_accoa_x <=> M_aacoa_x + M_coa_x		_39_1_x	FLUX_VALUE	176	False	ECO:0000134
R_ACACt2	acetoacetate transport via proton symport	M_h_e + M_acac_e <=> M_h_c + M_acac_c		_6566_1_c|_9194_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ACACt2m	Acetoacetate mitochondrial transport via H+ symport	M_h_c + M_acac_c <=> M_h_m + M_acac_m		_6566_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ACACT4p	acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal	M_coa_x + M_3odcoa_x <=> M_accoa_x + M_occoa_x		_30_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACACT5p	acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal	M_coa_x + M_3oddcoa_x <=> M_accoa_x + M_dcacoa_x		_30_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACACT6p	acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal	M_coa_x + M_3otdcoa_x <=> M_accoa_x + M_ddcacoa_x		_30_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACACT7p	acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal	M_coa_x + M_3ohdcoa_x <=> M_accoa_x + M_tdcoa_x		_30_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACACT8p	acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal	M_coa_x + M_3ohodcoa_x <=> M_accoa_x + M_pmtcoa_x		_30_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACACT9p	acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal	M_coa_x + M_3ohxccoa_x <=> M_accoa_x + M_ttccoa_x		_30_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACACtx	acetoacetate intracellular transport unknown mechanism	M_acac_c <=> M_acac_x			FLUX_VALUE	185	True	ECO:0000000
R_ACALDt	acetaldehyde reversible transport	M_acald_e <=> M_acald_c			FLUX_VALUE	185	True	ECO:0000000
R_ACALDtm	acetaldehyde mitochondrial diffusion	M_acald_m <=> M_acald_c			FLUX_VALUE	185	True	ECO:0000000
R_ACALDtr	acetaldehyde reversible transport (ER)	M_acald_r <=> M_acald_c			FLUX_VALUE	185	True	ECO:0000000
R_ACALDtx	acetaldehyde peroxisomal diffusion	M_acald_x <=> M_acald_c			FLUX_VALUE	185	True	ECO:0000000
R_ACCOAC	acetyl-CoA carboxylase	M_atp_c + M_hco3_c + M_accoa_c <=> M_adp_c + M_h_c + M_pi_c + M_malcoa_c		_31_1_c_32_1_c	FLUX_VALUE	176	False	
R_ACCOACm	Acetyl-Coa carboxylase, beta isoform	M_accoa_m + M_atp_m + M_hco3_m <=> M_h_m + M_adp_m + M_malcoa_m + M_pi_m		_32_1_m	FLUX_VALUE	176	False	ECO:0000269
R_ACCOAgt	acetyl-coa transport	M_accoa_c <=> M_accoa_g		_9197_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ACCOAL	acetate-CoA ligase (ADP-forming)	M_atp_c + M_coa_c + M_ppa_c <=> M_adp_c + M_pi_c + M_ppcoa_c		_55902_1_c|_55902_2_c	FLUX_VALUE	176	False	ECO:0000269
R_ACCOALm	acetate-CoA ligase (AMP-forming)	M_coa_m + M_atp_m + M_ppa_m <=> M_ppcoa_m + M_amp_m + M_ppi_m		_84532_1_m	FLUX_VALUE	176	False	ECO:0000304
R_ACCOAtn	acetyl-CoA transport, nuclear	M_accoa_c <=> M_accoa_n			FLUX_VALUE	185	True	ECO:0000000
R_ACCOAtr	acetyl-coa transport	M_accoa_c <=> M_accoa_r		_9197_1_c	FLUX_VALUE	185	True	ECO:0000000
R_ACETONEt2	acetone transport via proton symport	M_h_e + M_acetone_e <=> M_h_c + M_acetone_c		_6566_1_c|_9123_1_c|_9194_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ACETONEt2m	acetone mitochondrial transport via proton symport	M_h_c + M_acetone_c <=> M_h_m + M_acetone_m		_6566_1_c	FLUX_VALUE	185	True	ECO:0000000
R_ACGAGBSIDEtg	acgagbside hs intracellular transport	M_acgagbside_hs_c <=> M_acgagbside_hs_g			FLUX_VALUE	185	True	ECO:0000000
R_ACGAGBSIDEtl	acgagbside hs intracellular transport	M_acgagbside_hs_c <=> M_acgagbside_hs_l			FLUX_VALUE	185	True	ECO:0000000
R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	blood group intracellular transport	M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_e <=> M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	blood group intracellular transport	M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g <=> M_acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	blood group intracellular transport	M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e <=> M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	blood group intracellular transport	M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g <=> M_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACGALK	N-acetylgalactosamine kinase	M_atp_c + M_acgal_c <=> M_adp_c + M_h_c + M_acgal1p_c			FLUX_VALUE	176	False	ECO:0000000
R_ACGALK2	N-acetylgalactosamine kinase (ITP)	M_acgal_c + M_itp_c <=> M_h_c + M_acgal1p_c + M_idp_c			FLUX_VALUE	176	False	ECO:0000000
R_ACGALtlg	N-acetyl-galactosamine intracellular transport	M_acgal_g <=> M_acgal_c			FLUX_VALUE	185	True	ECO:0000000
R_ACGALtly	N-acetyl-galactosamine lysosomal efflux	M_acgal_l <=> M_acgal_c			FLUX_VALUE	185	False	ECO:0000000
R_ACGAM2E	N-acetylglucosamine 2-epimerase	M_acgam_c <=> M_acmana_c		_5973_1_c	FLUX_VALUE	176	True	ECO:0000269
R_ACGAM6PSi	N-acetylglucosamine-6-phosphate synthase	M_accoa_c + M_gam6p_c <=> M_h_c + M_coa_c + M_acgam6p_c		_64841_1_c	FLUX_VALUE	176	False	ECO:0000304
R_ACGAMK	N-acetylglucosamine kinase	M_atp_c + M_acgam_c <=> M_adp_c + M_h_c + M_acgam6p_c		_55577_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACGAMPM	phosphoacetylglucosamine mutase	M_acgam6p_c <=> M_acgam1p_c		_5238_1_c	FLUX_VALUE	176	True	ECO:0000269
R_ACGAMtly	N-acetyl-glucosamine lysosomal efflux	M_acgam_l <=> M_acgam_c			FLUX_VALUE	185	False	ECO:0000000
R_ACGBGBSIDEtg	acgbgbside hs intracellular transport	M_acgbgbside_hs_c <=> M_acgbgbside_hs_g			FLUX_VALUE	185	True	ECO:0000000
R_ACGBGBSIDEtl	acgbgbside hs intracellular transport	M_acgbgbside_hs_c <=> M_acgbgbside_hs_l			FLUX_VALUE	185	True	ECO:0000000
R_ACGPID	N-acetylglucosaminylphosphatidylinositol deacetylase	M_h2o_c + M_acgpail_hs_c <=> M_ac_c + M_gpail_hs_c		_9487_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACGSm	N-acteylglutamate synthase, mitochondrial	M_glu_L_m + M_accoa_m <=> M_h_m + M_coa_m + M_acglu_m		_162417_1_m	FLUX_VALUE	176	False	ECO:0000269
R_ACHEe	Acetylcholinesterase	M_h2o_e + M_ach_e <=> M_h_e + M_ac_e + M_chol_e		_43_1_e|_43_2_e	FLUX_VALUE	176	False	ECO:0000269
R_ACHtn	Acetylcholin transport, nuclear trhough pores	M_ach_n <=> M_ach_c			FLUX_VALUE	185	True	ECO:0000000
R_ACHVESSEC	Acetylcholine secretion via secretory vesicle (ATP driven)	M_h2o_c + M_atp_c + M_ach_c <=> M_adp_c + M_h_c + M_pi_c + M_ach_e		_6572_1_c	FLUX_VALUE	185	False	ECO:0000269
R_ACITL	ATP-Citrate lyase	M_atp_c + M_coa_c + M_cit_c <=> M_adp_c + M_pi_c + M_accoa_c + M_oaa_c		_47_1_c|_47_2_c	FLUX_VALUE	176	False	ECO:0000000
R_ACN13ACNGALGBSIDEte	acn13acngalgbside hs transport	M_acn13acngalgbside_hs_c <=> M_acn13acngalgbside_hs_e			FLUX_VALUE	185	True	ECO:0000000
R_ACN13ACNGALGBSIDEtg	acn13acngalgbside hs intracellular transport	M_acn13acngalgbside_hs_c <=> M_acn13acngalgbside_hs_g			FLUX_VALUE	185	True	ECO:0000000
R_ACN23ACNGALGBSIDEte	acn23acngalgbside transport	M_acn23acngalgbside_hs_c <=> M_acn23acngalgbside_hs_e			FLUX_VALUE	185	True	ECO:0000000
R_ACN23ACNGALGBSIDEtg	acn23acngalgbside intracellular transport	M_acn23acngalgbside_hs_c <=> M_acn23acngalgbside_hs_g			FLUX_VALUE	185	True	ECO:0000000
R_ACNACNGAL14ACGLCGALGLUSIDEte	blood group intracellular transport	M_acnacngal14acglcgalgluside_hs_e <=> M_acnacngal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACNACNGAL14ACGLCGALGLUSIDEtg	blood group intracellular transport	M_acnacngal14acglcgalgluside_hs_g <=> M_acnacngal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACNACNGALGBSIDEte	acnacngalgbside hs transport	M_acnacngalgbside_hs_c <=> M_acnacngalgbside_hs_e			FLUX_VALUE	185	True	ECO:0000000
R_ACNACNGALGBSIDEtg	acnacngalgbside hs intracellular transport	M_acnacngalgbside_hs_c <=> M_acnacngalgbside_hs_g			FLUX_VALUE	185	True	ECO:0000000
R_ACNAM9PL	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)	M_h2o_c + M_acmanap_c + M_pep_c <=> M_pi_c + M_acnamp_c		_54187_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACNAM9PL2	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)	M_h2o_c + M_pep_c + M_man6p_c <=> M_pi_c + M_kdnp_c		_54187_1_c	FLUX_VALUE	176	False	ECO:0000000
R_ACNAMlt	N-acetylneuraminate transport into lysososme	M_h_c + M_acnam_c <=> M_h_l + M_acnam_l		_26503_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ACNAMPH	N-Acetylneuraminate 9-phosphate phosphohydrolase	M_h2o_c + M_acnamp_c <=> M_pi_c + M_acnam_c			FLUX_VALUE	176	False	ECO:0000000
R_ACNAMtn	N-acetylneuraminate nuclear import	M_acnam_c <=> M_acnam_n			FLUX_VALUE	185	False	ECO:0000000
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEte	blood group intracellular transport	M_acngalacglcgal14acglcgalgluside_hs_e <=> M_acngalacglcgal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	blood group intracellular transport	M_acngalacglcgal14acglcgalgluside_hs_g <=> M_acngalacglcgal14acglcgalgluside_hs_c			FLUX_VALUE	185	True	ECO:0000000
R_ACNMLr	N-Acetylneuraminate lyase (reversible)	M_acnam_c <=> M_pyr_c + M_acmana_c			FLUX_VALUE	176	True	ECO:0000000
R_ACOAD10m	acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial	M_2mbcoa_m + M_fad_m <=> M_2mb2coa_m + M_fadh2_m		_36_1_m|_34_1_m	FLUX_VALUE	176	False	ECO:0000269
R_ACOAD1fm	acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	M_fad_m + M_btcoa_m <=> M_b2coa_m + M_fadh2_m		_80724_1_m|_36_1_m|_35_1_m|_34_1_m|_84129_1_m|_27034_1_m|_28976_1_m	FLUX_VALUE	176	False	ECO:0000269
R_ACOAD8m	acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial	M_fad_m + M_ivcoa_m <=> M_fadh2_m + M_3mb2coa_m		_3712_1_m	FLUX_VALUE	176	False	ECO:0000269
R_ACOAD9m	acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial	M_fad_m + M_ibcoa_m <=> M_fadh2_m + M_2mp2coa_m		_34_1_m|_27034_1_m	FLUX_VALUE	176	False	ECO:0000269
R_ACOAHi	acetyl-CoA hydrolase	M_h2o_c + M_accoa_c <=> M_h_c + M_coa_c + M_ac_c		_134526_1_c	FLUX_VALUE	176	False	ECO:0000000
R_ACOAO7p	acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal	M_pmtcoa_x + M_o2_x <=> M_h2o2_x + M_hdd2coa_x		_51_1_x|_51_2_x	FLUX_VALUE	176	False	ECO:0000269
R_ACOATA	Acetyl-CoA ACP transacylase	M_accoa_c + M_ACP_c <=> M_coa_c + M_acACP_c		_2194_1_c	FLUX_VALUE	176	True	ECO:0000000
R_ACODA	acetylornithine deacetylase	M_h2o_c + M_acorn_c <=> M_ac_c + M_orn_c		_95_1_c	FLUX_VALUE	176	False	ECO:0000212
R_ACONT	aconitase	M_cit_c <=> M_icit_c		_3658_1_c|_48_1_c	FLUX_VALUE	176	True	ECO:0000134
R_ACONTm	Aconitate hydratase	M_cit_m <=> M_icit_m		_50_1_m	FLUX_VALUE	176	True	ECO:0000134
R_ACOX22x	acyl-Coenzyme A oxidase 2, branched chain	0 M_o2_x + M_dhcholoylcoa_x + M_fadh2_x <=> M_fad_x + M_thcholoylcoa_x		_8309_1_x	FLUX_VALUE	176	False	ECO:0000304
R_ACOX2x	acyl-Coenzyme A oxidase 2, branched chain	M_o2_x + M_fadh2_x + M_cholcoas_x <=> M_fad_x + 2 M_h2o_x + M_cholcoads_x		_8309_1_x	FLUX_VALUE	176	False	ECO:0000269
R_ACP1_FMN_	acid phosphatase (FMN)	M_h2o_c + M_fmn_c <=> M_pi_c + M_ribflv_c		_52_1_c|_52_3_c|_52_2_c	FLUX_VALUE	176	False	ECO:0000254
R_ACRNtm	O-acetylcarnintine transport into mitochondria via diffusion	M_acrn_c <=> M_acrn_m		_788_1_c	FLUX_VALUE	185	False	ECO:0000269
R_ACS	acetyl-CoA synthetase	M_atp_c + M_coa_c + M_ac_c <=> M_amp_c + M_ppi_c + M_accoa_c		_65985_1_c|_55902_2_c|_55902_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACS2	acetyl-CoA synthase (propionate)	M_atp_c + M_coa_c + M_ppa_c <=> M_amp_c + M_ppi_c + M_ppcoa_c		_55902_1_c|_65985_1_c|_55902_2_c	FLUX_VALUE	176	False	ECO:0000269
R_ACSm	acetyl-CoA synthetase	M_coa_m + M_atp_m + M_ac_m <=> M_accoa_m + M_amp_m + M_ppi_m		_84532_1_m	FLUX_VALUE	176	False	ECO:0000304
R_ACSOMT	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase	M_amet_c + M_5hoxindoa_c <=> M_h_c + M_ahcys_c + M_5moxact_c		_438_1_c	FLUX_VALUE	176	False	ECO:0000134
R_ACSRTNMT	S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase	M_amet_c + M_Nacsertn_c <=> M_h_c + M_ahcys_c + M_melatn_c		_438_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACt2m	acetate mitochondrial transport via proton symport	M_h_c + M_ac_c <=> M_h_m + M_ac_m			FLUX_VALUE	185	True	ECO:0000000
R_ACt2r	acetate reversible transport via proton symport	M_h_e + M_ac_e <=> M_h_c + M_ac_c			FLUX_VALUE	185	True	ECO:0000000
R_ACtg	acetate transport, Golgi apparatus	M_ac_c <=> M_ac_g			FLUX_VALUE	185	True	ECO:0000000
R_ACTLMO	acetol monooxygenase	M_o2_c + M_h_c + M_nadph_c + M_acetol_c <=> 2 M_h2o_c + M_nadp_c + M_mthgxl_c		_1571_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACTNMO	acetone monooxygenase	M_o2_c + M_h_c + M_nadph_c + M_acetone_c <=> M_h2o_c + M_nadp_c + M_acetol_c		_1571_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ACYP	acylphosphatase	M_h2o_c + M_13dpg_c <=> M_h_c + M_pi_c + M_3pg_c		_112611_1_c|_98_1_c|_97_2_c|_97_1_c	FLUX_VALUE	176	False	ECO:0000134
R_ADA	Adenosine deaminase	M_h2o_c + M_h_c + M_adn_c <=> M_nh4_c + M_ins_c		_100_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ADAe	Adenosine deaminase, extracellular	M_h_e + M_h2o_e + M_adn_e <=> M_ins_e + M_nh4_e		_100_1_e	FLUX_VALUE	176	False	ECO:0000269
R_ADCim	Acetoacetate decarboxylation (irreversible), mitochondrial	M_h_m + M_acac_m <=> M_co2_m + M_acetone_m			FLUX_VALUE	176	False	ECO:0000000
R_ADEt	adenine reversible transport, cytosol	M_ade_e <=> M_ade_c		_3177_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ADEtl	adenine facilated transport from lysosome	M_ade_l <=> M_ade_c		_55315_1_c	FLUX_VALUE	185	True	ECO:0000269
R_ADHAPtx	intracellular transport (peroxisome)	M_adhap_hs_c <=> M_adhap_hs_x			FLUX_VALUE	185	True	ECO:0000000
R_ADK1	adenylate kinase	M_atp_c + M_amp_c <=> 2 M_adp_c		_122481_1_c|_203_1_c|_26289_1_c|_26289_2_c	FLUX_VALUE	176	True	ECO:0000269
R_ADK1m	adenylate kinase, mitochondrial	M_atp_m + M_amp_m <=> 2 M_adp_m		_205_3_m|_205_1_m|_204_1_m|_204_3_m|_204_2_m|_205_2_m	FLUX_VALUE	176	True	ECO:0000269
R_ADK3	adentylate kinase (GTP)	M_amp_c + M_gtp_c <=> M_adp_c + M_gdp_c		_26289_1_c|_26289_2_c	FLUX_VALUE	176	True	ECO:0000269
R_ADK3m	adentylate kinase (GTP)	M_amp_m + M_gtp_m <=> M_adp_m + M_gdp_m		_50808_1_m	FLUX_VALUE	176	True	ECO:0000269
R_ADKd	adenylate kinase (d form)	M_damp_c + M_datp_c <=> 2 M_dadp_c		_26289_2_c|_26289_1_c	FLUX_VALUE	176	True	ECO:0000269
R_ADMDC	adenosylmethionine decarboxylase	M_h_c + M_amet_c <=> M_co2_c + M_ametam_c		_262_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ADNCYC	adenylate cyclase	M_atp_c <=> M_ppi_c + M_camp_c		_112_1_c|_55811_1_c|_109_1_c|_112_2_c|_114_1_c|_108_1_c|_113_1_c|_107_1_c|_196883_1_c|_115_1_c|_111_1_c	FLUX_VALUE	176	False	ECO:0000269
R_ADNK1	adenosine kinase	M_atp_c + M_adn_c <=> M_adp_c + M_h_c + M_amp_c		_132_1_c|_132_2_c	FLUX_VALUE	176	False	ECO:0000269
R_ADNK1m	adenosine kinase, mitochondrial	M_atp_m + M_adn_m <=> M_h_m + M_adp_m + M_amp_m			FLUX_VALUE	176	False	ECO:0000000
